skills,interests,experience_years,role
python;statistics,machine-learning;research,1,Data Scientist Intern
python;sklearn;sql,apis;backend;data-analysis,0,Data Scientist Intern
html;css;react,data-analysis;frontend,0,ML Engineer Intern
python;aws;excel,visualization;reports,1,DevOps Intern
python;javascript;sql,visualization;backend,1,Frontend Developer Intern
python;sklearn;nn,ui-development;ai,1,Deep Learning Engineer Intern
flask;powerbi;excel;bash,dashboards;nlp,1,Backend Developer Intern
javascript;react;api,business-intelligence;ui-development,1,Frontend Developer Intern
python;ci-cd;linear-algebra,infrastructure;experimentation;machine-learning,3,Data Scientist Intern
html;sql;tableau,visualization;dashboards,1,ML Engineer Intern
python;ml;statistics,machine-learning;infrastructure,2,Data Scientist Intern
git;linux;docker,web-development;infrastructure,1,DevOps Intern
python;fastapi;sklearn,apis;backend,0,ML Engineer Intern
linux;docker;bash;linear-algebra,data-visualization;devops,2,Data Scientist Intern
python;tensorflow;nn,modeling;ai,2,ML Engineer Intern
python;ml;javascript,deployment;research,1,Data Scientist Intern
python;fastapi;sql,apis;dashboards,2,Backend Developer Intern
excel;sql;tableau;linear-algebra,business-intelligence;dashboards,1,ML Engineer Intern
python;fastapi;javascript,ai;backend,0,Backend Developer Intern
python;fastapi;sql,apis;statistics,2,Backend Developer Intern
python;ml;flask,machine-learning;research,0,Data Scientist Intern
bash;sql;tableau,data-visualization;dashboards,0,Business Analyst Intern
python;powerbi;excel,dashboards;business-intelligence,2,Business Analyst Intern
python;sql;excel;r,data-analysis;reports,0,Data Scientist Intern
python;git;linear-algebra,modeling;ai,1,Data Scientist Intern
python;ml;statistics,machine-learning;research,2,ML Engineer Intern
linux;docker;bash,deployment;devops,2,DevOps Intern
python;powerbi;javascript,dashboards;cloud,0,Frontend Developer Intern
linux;django;html;javascript,automation;backend,2,ML Engineer Intern
python;sql;aws,web-development;reports,0,DevOps Intern
excel;sql;tableau,data-visualization;dashboards,2,Business Analyst Intern
cnn;tensorflow;nn;html,deep-learning;ai,2,Deep Learning Engineer Intern
python;excel;cnn,computer-vision;experimentation,2,ML Engineer Intern
python;matplotlib;statistics;html,deployment;research;deep-learning,2,Data Scientist Intern
pytorch;powerbi;sql,dashboards;reporting,1,Deep Learning Engineer Intern
git;html,web-development;backend,1,Data Scientist Intern
css;powerbi;excel,dashboards;automation,2,Frontend Developer Intern
python;fastapi;sql,infrastructure;backend,2,Backend Developer Intern
python;sql;excel,data-analysis;reports,1,Data Analyst Intern
html;sql;r,single-page-apps;statistics,1,ML Engineer Intern
python;ml,machine-learning;research,1,ML Engineer Intern
python;linear-algebra;html,web-development;backend,2,Data Scientist Intern
linux;statistics;bash;nn,deployment;devops,1,ML Engineer Intern
linux;javascript;bash,deployment;devops,0,Frontend Developer Intern
python;tensorflow;javascript;django,experimentation;ai,1,ML Engineer Intern
tensorflow;sql,data-analysis;automation,1,ML Engineer Intern
excel;sql;tableau,data-visualization;dashboards,1,Business Analyst Intern
javascript;react;api,research;ui-development;dashboards,1,Frontend Developer Intern
excel;sql;statistics,data-visualization;ui-development,1,Data Scientist Intern
excel;sql;kubernetes,data-visualization;automation;visualization,0,DevOps Intern
javascript;react;api,statistics;ui-development,2,Frontend Developer Intern
python;r;cnn,data-analysis;automation,0,Deep Learning Engineer Intern
python;sklearn;linear-algebra,modeling;experimentation,3,ML Engineer Intern
html;css;react;tensorflow,single-page-apps;apis,1,ML Engineer Intern
python;sql;r,data-analysis;statistics,0,Data Analyst Intern
ml;powerbi;sql;numpy,dashboards;cloud,2,ML Engineer Intern
python;sklearn;html,web-development;ui-development,1,ML Engineer Intern
html;bash;react,single-page-apps;research,2,Data Scientist Intern
javascript;aws;api,frontend;single-page-apps,0,Frontend Developer Intern
api;tensorflow,deep-learning;nlp;backend,2,ML Engineer Intern
git;ci-cd;docker;tensorflow,ai;infrastructure,0,ML Engineer Intern
tensorflow;sql;r,data-analysis;backend,0,ML Engineer Intern
html;css;ci-cd,web-design;frontend,0,ML Engineer Intern
git;ci-cd;docker,data-visualization;infrastructure,2,DevOps Intern
html;css;aws,reports;frontend,0,Data Scientist Intern
python;sql;r,data-analysis;statistics,1,Data Analyst Intern
numpy;sql;r,data-analysis;deployment;web-design,0,DevOps Intern
python;sql,data-analysis;reports,0,Data Scientist Intern
linux;css;javascript,web-design;frontend,0,Frontend Developer Intern
html;css;tableau,single-page-apps;dashboards,2,ML Engineer Intern
git;ci-cd;docker,automation;infrastructure,2,DevOps Intern
python;powerbi;excel;r,dashboards;business-intelligence,1,Business Analyst Intern
excel;sql;tableau;cnn,research;dashboards,1,ML Engineer Intern
python;sql;tensorflow,data-analysis;nlp,1,Deep Learning Engineer Intern
python;pytorch;r,computer-vision;experimentation,2,Deep Learning Engineer Intern
python;fastapi;sql;css,apis;backend,0,Backend Developer Intern
excel;powerbi;sql,dashboards;reporting,0,Business Analyst Intern
python;flask;nn,deep-learning;ai,1,ML Engineer Intern
ci-cd;sql,automation;reporting,2,DevOps Intern
html;fastapi;react,single-page-apps;frontend,1,ML Engineer Intern
python;fastapi;cnn;sklearn,computer-vision;deep-learning,3,ML Engineer Intern
excel;powerbi;api,experimentation;reporting,1,Business Analyst Intern
python;numpy;r,data-analysis;statistics,1,Data Analyst Intern
excel;powerbi;sql;tableau,dashboards;reporting,1,Business Analyst Intern
python;sklearn;linear-algebra,modeling;frontend,1,Data Scientist Intern
python;sql;javascript,data-analysis;web-development,1,Frontend Developer Intern
ml;fastapi;sql;tableau,apis;backend,1,Data Scientist Intern
javascript;react;api,frontend;ui-development,1,Frontend Developer Intern
python;ml;sql,data-analysis;research;dashboards,0,ML Engineer Intern
git;ci-cd;docker,reports;infrastructure,0,DevOps Intern
pandas;powerbi;excel,modeling;business-intelligence,0,Business Analyst Intern
python;sql;excel,data-analysis;cloud,0,Data Scientist Intern
python;tensorflow,computer-vision;ai,3,ML Engineer Intern
excel;powerbi;sql,frontend;reporting,2,Business Analyst Intern
html;css,cloud;frontend,1,ML Engineer Intern
python;sql;excel,nlp;reports,0,Data Analyst Intern
javascript;react;sklearn,frontend;ui-development,1,ML Engineer Intern
cnn;django;html,apis;backend,1,Deep Learning Engineer Intern
python;fastapi;sql,apis;backend,1,Backend Developer Intern
sklearn;linear-algebra,modeling;experimentation,2,Data Scientist Intern
python;fastapi;sql;linear-algebra,web-development;backend,1,ML Engineer Intern
html;css;tensorflow,single-page-apps;frontend,2,Deep Learning Engineer Intern
html;react,dashboards;frontend,1,ML Engineer Intern
git;ci-cd;docker,automation;web-development,0,DevOps Intern
python;javascript;statistics,machine-learning;research,1,ML Engineer Intern
python;ml;excel,machine-learning;research;reports,1,ML Engineer Intern
python;sql;r,data-analysis;web-design,1,Data Scientist Intern
python;ml;tensorflow,machine-learning;visualization,1,ML Engineer Intern
python;fastapi;sql,data-visualization;backend,1,Backend Developer Intern
api;sql;r,data-analysis;modeling;nlp,0,Business Analyst Intern
r;sql;tableau,data-visualization;ui-development,0,Business Analyst Intern
excel;sql;tableau,data-visualization;dashboards,1,Business Analyst Intern
python;sql;sklearn,machine-learning;backend,1,ML Engineer Intern
linux;docker;bash,deployment;devops,1,DevOps Intern
excel;sql;javascript,data-visualization;dashboards,1,Frontend Developer Intern
excel;powerbi;sql;ml,automation;reporting;research,0,Data Scientist Intern
python;sklearn;linear-algebra,modeling;experimentation,1,Data Scientist Intern
python;sql;kubernetes,data-analysis;statistics,1,DevOps Intern
excel;sql;statistics,data-visualization;dashboards,1,ML Engineer Intern
python;sql;html,data-analysis;experimentation,2,ML Engineer Intern
html;css;r,web-design;reporting,0,Data Scientist Intern
python;sql;r,deep-learning;statistics,1,Data Scientist Intern
git;ci-cd;docker,automation;infrastructure,1,DevOps Intern
git;ci-cd;docker;javascript,automation;infrastructure,2,Frontend Developer Intern
python;sklearn;linear-algebra,modeling;experimentation,1,ML Engineer Intern
python;django;docker,web-development;backend,0,Backend Developer Intern
nn;sklearn;linear-algebra,modeling;experimentation,1,Deep Learning Engineer Intern
javascript;tensorflow;api,frontend;ui-development,0,Deep Learning Engineer Intern
html;css,web-design;frontend,0,Data Scientist Intern
python;sql;nn,data-analysis;deep-learning,1,ML Engineer Intern
excel;sql;matplotlib,data-analysis;dashboards,0,Data Analyst Intern
linux;docker;bash,deployment;devops,0,DevOps Intern
html;css;fastapi,web-design;nlp,0,ML Engineer Intern
javascript;react;api,frontend;apis,0,Frontend Developer Intern
python;powerbi;excel,dashboards;statistics,1,Business Analyst Intern
python;tensorflow;nn,deep-learning;web-design,1,ML Engineer Intern
nn;linear-algebra,modeling;experimentation,3,ML Engineer Intern
linux;css;bash,deployment;business-intelligence,2,Frontend Developer Intern
excel;powerbi;sql,dashboards;reporting,0,Business Analyst Intern
python;ml;statistics;pandas,data-analysis;research,2,Data Scientist Intern
r;sklearn;linear-algebra,web-development;experimentation,3,ML Engineer Intern
python;ml;statistics,machine-learning;reporting,2,ML Engineer Intern
cnn;tensorflow;nn,deep-learning;cloud,2,Deep Learning Engineer Intern
python;fastapi;sql;flask,apis;backend,0,Backend Developer Intern
python;powerbi;excel,dashboards;reports,0,Business Analyst Intern
git;ci-cd,automation;statistics,1,Frontend Developer Intern
python;sklearn;linear-algebra,modeling;experimentation,2,Data Scientist Intern
excel;powerbi;django,dashboards;reporting,1,Backend Developer Intern
html;css;react;kubernetes,single-page-apps;frontend,2,Data Scientist Intern
python;css;excel,dashboards;business-intelligence,0,Frontend Developer Intern
python;api;r,data-analysis;infrastructure,1,Data Analyst Intern
python;fastapi;sql,apis;computer-vision;data-analysis,1,Backend Developer Intern
python;fastapi;sql,modeling;backend,0,Backend Developer Intern
linux;sql;bash,deployment;frontend,1,DevOps Intern
python;sql;api,data-analysis;deployment;backend,1,Data Analyst Intern
html;css;javascript,web-design;frontend,0,ML Engineer Intern
linear-algebra;tensorflow;nn,deep-learning;ai,3,ML Engineer Intern
html;css;javascript,ui-development;frontend,1,Data Scientist Intern
python;fastapi;aws;html,apis;backend,1,Data Scientist Intern
python;fastapi;sklearn,data-analysis;backend,2,ML Engineer Intern
git;ci-cd;docker,nlp;infrastructure,1,DevOps Intern
python;aws;excel,dashboards;business-intelligence,2,DevOps Intern
python;aws;statistics,machine-learning;research;data-visualization,2,Data Scientist Intern
linux;docker;cnn,single-page-apps;devops;ai,1,ML Engineer Intern
excel;sql;tableau,data-visualization;dashboards,0,Business Analyst Intern
python;tensorflow;nn,deep-learning;ai,2,ML Engineer Intern
r;powerbi;sql,dashboards;ui-development,1,Business Analyst Intern
html;css;react,data-analysis;frontend;devops,0,ML Engineer Intern
python;pytorch;cnn,computer-vision;deep-learning,3,Deep Learning Engineer Intern
python;sql;excel,data-analysis;reports,0,Data Scientist Intern
nn;ml;statistics,machine-learning;research,2,Deep Learning Engineer Intern
python;fastapi;sql,apis;backend,2,Backend Developer Intern
django;tensorflow;nn,deep-learning;statistics,3,ML Engineer Intern
react;api,machine-learning;ui-development,0,Frontend Developer Intern
javascript;matplotlib;api,deployment;ui-development,1,Frontend Developer Intern
ci-cd;sklearn;linear-algebra,modeling;experimentation,3,Data Scientist Intern
python;cnn;excel,dashboards;business-intelligence,2,Deep Learning Engineer Intern
html;css;react,single-page-apps;infrastructure,2,ML Engineer Intern
python;powerbi;linear-algebra,dashboards;business-intelligence,1,ML Engineer Intern
python;powerbi;excel,dashboards;research,0,Business Analyst Intern
flask;sql,data-analysis;data-visualization,0,Backend Developer Intern
python;numpy;excel,infrastructure;reports;deployment,0,Data Scientist Intern
python;powerbi;excel;numpy,dashboards;business-intelligence,0,Business Analyst Intern
python;pytorch;cnn;ci-cd,statistics;deep-learning,3,Deep Learning Engineer Intern
excel;powerbi;numpy,modeling;reporting,0,Business Analyst Intern
pytorch;docker;bash,deployment;devops,0,ML Engineer Intern
python;css;html,web-development;data-visualization,1,Data Scientist Intern
python;react;sql,apis;backend;computer-vision,0,Frontend Developer Intern
bash;pytorch;cnn,infrastructure;deep-learning,3,ML Engineer Intern
html;kubernetes;react,nlp;frontend,1,ML Engineer Intern
javascript;react;api,frontend;ui-development,0,Frontend Developer Intern
html;css;javascript,cloud;frontend,0,ML Engineer Intern
excel;powerbi;linux,dashboards;reporting,2,Business Analyst Intern
python;tensorflow;excel;ci-cd,dashboards;ai,2,Deep Learning Engineer Intern
git;tensorflow;docker,etl;infrastructure;reporting,1,ML Engineer Intern
python;git;linear-algebra;excel,modeling;experimentation;data-visualization,3,Data Scientist Intern
python;pytorch;cnn,computer-vision;deep-learning;visualization,2,ML Engineer Intern
kubernetes;powerbi;excel,dashboards;deployment,1,Business Analyst Intern
python;fastapi;linear-algebra,web-design;backend,1,ML Engineer Intern
flask;ci-cd;docker;react,statistics;infrastructure,0,Backend Developer Intern
python;tensorflow;nn,modeling;ai;cloud,3,ML Engineer Intern
python;powerbi;excel,visualization;business-intelligence,1,Business Analyst Intern
python;html;excel,data-analysis;data-visualization;ai,0,Data Scientist Intern
ci-cd;pytorch;cnn,computer-vision;deep-learning;business-intelligence,2,Deep Learning Engineer Intern
git;ci-cd;cnn;tensorflow,experimentation;infrastructure,2,ML Engineer Intern
python;pytorch;cnn,computer-vision;deep-learning,3,Deep Learning Engineer Intern
javascript;react;fastapi,research;ui-development,0,Backend Developer Intern
git;powerbi;docker,automation;infrastructure,1,Business Analyst Intern
python;tensorflow;fastapi,deep-learning;nlp;devops,2,Deep Learning Engineer Intern
javascript;fastapi;sql,apis;backend,1,Backend Developer Intern
python;api;nn,deep-learning;ai,2,Deep Learning Engineer Intern
python;sklearn;linear-algebra,modeling;deployment,2,Data Scientist Intern
